Date,Link,OptionText
2024-02-09 14:30:24,https://www.linkedin.com/feed/update/urn:li:groupPost:1871310-7161702566072983552,LOWER
2024-02-09 14:29:36,https://www.linkedin.com/feed/update/urn:li:groupPost:8256390-7161600890154565632,CSV
2024-02-09 08:22:12,https://www.linkedin.com/feed/update/urn:li:groupPost:1871310-7161588214523265025,AND
2024-02-07 10:58:55,https://www.linkedin.com/feed/update/urn:li:groupPost:1871310-7160924602729148416,Yes 
2024-02-06 17:53:38,https://www.linkedin.com/feed/update/urn:li:groupPost:23006-7160680996726530048,FIND
2024-02-06 17:52:51,https://www.linkedin.com/feed/update/urn:li:groupPost:1871310-7160671846919532544,Yes
2024-02-06 06:21:34,https://www.linkedin.com/feed/update/urn:li:groupPost:8256390-7160173079787126784, DAX 
2024-02-06 06:20:21,https://www.linkedin.com/feed/update/urn:li:groupPost:8256390-7160155245510045696,b) Business intelligence tool
2024-02-05 18:31:30,https://www.linkedin.com/feed/update/urn:li:groupPost:6610234-7160244875236462592,MATCH
2024-02-05 18:29:29,https://www.linkedin.com/feed/update/urn:li:groupPost:1871310-7160313723667046400,"=MOD(100,3)"
2024-02-05 09:25:01,https://www.linkedin.com/feed/update/urn:li:groupPost:1871310-7160136456835846144,IFERROR()
2024-02-04 18:51:08,https://www.linkedin.com/feed/update/urn:li:groupPost:6773411-7159459256432234496,Data wrangling
2024-02-04 18:50:34,https://www.linkedin.com/feed/update/urn:li:groupPost:8256390-7159551473180196864,Pie Charts
2024-02-04 12:52:35,https://www.linkedin.com/feed/update/urn:li:groupPost:8256390-7159875315941416960,PowerBi
2024-01-31 15:27:46,https://www.linkedin.com/feed/update/urn:li:groupPost:23006-7158473519947771906,GROUP BY
2024-01-31 11:54:33,https://www.linkedin.com/feed/update/urn:li:groupPost:8256390-7158333220978073600,Security and Privacy
2024-01-30 15:36:30,https://www.linkedin.com/feed/update/urn:li:groupPost:8256390-7158033089066119168,📈 DAX
2024-01-29 20:08:04,https://www.linkedin.com/feed/update/urn:li:groupPost:8256390-7157662233466916864,Create primary key
2024-01-29 15:01:16,https://www.linkedin.com/feed/update/urn:li:groupPost:8256390-7157628506963615745,Power Query
2024-01-28 20:04:57,https://www.linkedin.com/feed/update/urn:li:groupPost:8256390-7157329143251034112,DAX
2024-01-28 15:21:43,https://www.linkedin.com/feed/update/urn:li:groupPost:8256390-7157290845333868545,Power Bi
2024-01-23 12:13:20,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7155484688332034049,if()
2024-01-22 18:19:46,https://www.linkedin.com/feed/update/urn:li:groupPost:6610234-7155107078506745857,P-Value 
2024-01-22 06:48:00,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7155063579606450176,JVM
2024-01-19 08:48:14,https://www.linkedin.com/feed/update/urn:li:groupPost:6610234-7153534566140383232,MIN
2024-01-19 08:46:40,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7153959487626764288,int arr[] = int [5] new
2024-01-17 15:17:03,https://www.linkedin.com/feed/update/urn:li:ugcPost:7153384864661016577,Real-Time Data & Alerts
2024-01-16 10:58:45,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7152918920545382400,b) extends
2024-01-16 04:39:37,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7152877280103456768, JAVA_HOME
2024-01-15 20:55:54,https://www.linkedin.com/feed/update/urn:li:groupPost:6610234-7152684196136669184,"open('filename', 'w')"
2024-01-15 17:27:44,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7152633559873183745,"int[] A = {1, 2, 3}"
2024-01-15 11:23:33,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7152593862849441793,a) this
2024-01-15 09:20:03,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7152552926769537024,B. extends
2024-01-13 21:36:03,https://www.linkedin.com/feed/update/urn:li:groupPost:6610234-7151807821603299328,Apache Hadoop
2024-01-12 07:55:38,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7151464204451950592,a. main()
2024-01-12 07:55:13,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7151427567726608384,IntelliJ IDEA
2024-01-10 04:53:54,https://www.linkedin.com/feed/update/urn:li:groupPost:6610234-7150639031960215553,SELECT
2024-01-09 11:35:40,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7150425774003515392,MemoryOutOfBoundsException
2024-01-07 18:55:25,https://www.linkedin.com/feed/update/urn:li:groupPost:25827-7149771841908162560,Matplotlib
2024-01-03 03:44:09,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7147986949612494849,3
2023-12-19 11:58:13,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7142758604830359553,Both
2023-12-19 04:10:32,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7142691125785473024,LIFO
2023-12-16 14:28:46,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7141726475036090369,Heap Memory
2023-11-30 11:19:38,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7135934712413376512,super
2023-11-20 05:28:10,https://www.linkedin.com/feed/update/urn:li:groupPost:6610234-7132226858816856064,UNIQUE CONSTRAINT
2023-11-19 11:06:10,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7131841466414362624,void
2023-11-16 17:33:14,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7130946967542673408,*
2023-11-12 10:51:02,https://www.linkedin.com/feed/update/urn:li:groupPost:6610234-7129368403647086593,Sort
2023-11-11 05:27:20,https://www.linkedin.com/feed/update/urn:li:groupPost:6610234-7128962463605129216,DROP
2023-11-09 07:32:27,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7128270894291976192,CompTIA Security+ 🔒
2023-11-08 06:13:40,https://www.linkedin.com/feed/update/urn:li:groupPost:6610234-7127862639082303488,DISTINCT
2023-11-05 10:12:28,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7126799588027420672,Java 11
2023-11-05 09:37:25,https://www.linkedin.com/feed/update/urn:li:ugcPost:7126829307632517120,40-hour regular workweek
2023-11-03 16:31:17,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7126189669242822657,Object
2023-11-03 15:34:09,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7126190760311320576,public
2023-11-03 15:02:41,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7126188122605809665,new
2023-11-03 15:00:34,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7126198691232669696,Not parameterized
2023-11-03 10:20:33,https://www.linkedin.com/feed/update/urn:li:groupPost:6610234-7126140527682498560,No
2023-11-02 12:07:24,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7125750080292216832,string
2023-10-29 11:32:07,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7124315462204612608,j = 4
2023-10-24 13:26:44,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7122553070659469313,2 and 4
2023-10-19 17:00:04,https://www.linkedin.com/feed/update/urn:li:ugcPost:7120773312875552769,Pune
2023-10-19 16:59:51,https://www.linkedin.com/feed/update/urn:li:groupPost:6610234-7120763944436166658,Data Integration
2023-10-08 08:38:49,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7116660588906233856,x = 5 and y = 9
2023-10-08 08:35:38,https://www.linkedin.com/feed/update/urn:li:groupPost:1846027-7114875816336838656,set
2023-09-11 10:20:21,https://www.linkedin.com/feed/update/urn:li:ugcPost:7106599853647925249,yes
2023-09-09 09:33:09,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7106140431792414721,Java Development Kit
2023-09-07 06:12:37,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7105399665390485505,Factory Method
2023-08-26 15:01:30,https://www.linkedin.com/feed/update/urn:li:ugcPost:7100330212487270400,IT/Software
2023-08-26 15:01:00,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7101195278245883904,16
2023-08-26 14:51:27,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7101088918804078592,new 
2023-08-25 13:37:56,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7100817042865360896,Marks for exception handling
2023-08-16 21:04:26,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7097575755852763136,for( int i=99; i >= 0; i / 9 )
2023-08-16 06:04:53,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7097420677917413376,6
2023-08-15 14:59:04,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7097128025065979904,6 7
2023-08-13 18:47:00,https://www.linkedin.com/feed/update/urn:li:ugcPost:7096371316810817536,Bengaluru
2023-08-13 18:44:13,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7096541488540483584,Hello
2023-08-11 08:56:07,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7095634360711749632,//This is a comment 
2023-08-09 10:07:02,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7094943472977100800,False
2023-08-08 19:02:10,https://www.linkedin.com/feed/update/urn:li:groupPost:6610234-7094686428793602048,Yes
2023-08-08 19:01:29,https://www.linkedin.com/feed/update/urn:li:groupPost:3063585-7093523969156231168,X=2logY
2023-08-08 18:59:55,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7094711176323878912,Yes
2023-08-07 08:57:32,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7094217459884265472,// comment
2023-08-07 08:57:11,https://www.linkedin.com/feed/update/urn:li:ugcPost:7094125747304300544,Work from Office
2023-08-07 08:57:04,https://www.linkedin.com/feed/update/urn:li:ugcPost:7094231970980798465,Job
2023-08-07 08:56:39,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7094164374688309248,False
2023-08-04 07:03:50,https://www.linkedin.com/feed/update/urn:li:ugcPost:7093101032091611136,Pune
2023-08-04 07:03:30,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7093088790465921024,Compiler Error (then why ?)
2023-08-03 23:06:36,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7092886138637496320,Eclipse 
2023-08-01 16:11:50,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7092026520990289920,int
2023-07-29 12:44:53,https://www.linkedin.com/feed/update/urn:li:ugcPost:7090739654450167808,1
2023-07-24 03:44:31,https://www.linkedin.com/feed/update/urn:li:groupPost:3063585-7088851284153229312,True
2023-07-24 03:41:57,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7088530844524457984,classes
2023-07-24 03:40:00,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7088509108819009536,Multi-threading 
2023-06-19 06:42:47,https://www.linkedin.com/feed/update/urn:li:ugcPost:7076448855960993792,"Yes, Please. "
2023-06-10 17:22:30,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7073165468240416768,Yes
2023-05-20 09:18:49,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-7065589085326721024,Number=0
2023-05-19 17:30:26,https://www.linkedin.com/feed/update/urn:li:ugcPost:7063556407815454720,Bangalore/ Hyderabad/ Chennai
2023-05-19 17:26:47,https://www.linkedin.com/feed/update/urn:li:groupPost:25827-7065265178166050816,"[[], [], []]"
2023-05-05 18:01:20,https://www.linkedin.com/feed/update/urn:li:groupPost:25827-7060067305765941248,re.create(str)
2023-04-22 15:31:19,https://www.linkedin.com/feed/update/urn:li:groupPost:6610234-7055543605414780928,Yes I do
2023-04-22 03:28:58,https://www.linkedin.com/feed/update/urn:li:groupPost:25827-7055196345795571712,IndexError
2023-04-22 02:44:34,https://www.linkedin.com/feed/update/urn:li:groupPost:25827-7055365199687544832,awwsomw
2023-04-19 08:52:47,https://www.linkedin.com/feed/update/urn:li:groupPost:25827-7054230003009392641,"{'B', 'C'}"
2023-04-18 09:25:36,https://www.linkedin.com/feed/update/urn:li:groupPost:25827-7053875580764631040,"('st', 'lw', 'rt')"
2023-04-11 07:25:57,https://www.linkedin.com/feed/update/urn:li:groupPost:25827-7051336737108721664,"['a', 'code']"
2023-04-09 22:17:54,https://www.linkedin.com/feed/update/urn:li:groupPost:25827-7050683063005052928,Call by value
2023-04-09 22:17:17,https://www.linkedin.com/feed/update/urn:li:groupPost:25827-7050733076749926400,use mydb;
2023-04-08 10:38:20,https://www.linkedin.com/feed/update/urn:li:groupPost:25827-7050367289807843328,Methods are member of Class.
2023-04-07 11:27:54,https://www.linkedin.com/feed/update/urn:li:groupPost:6610234-7050058718297624576,DROP TABLE table_name;
2023-03-25 18:58:58,https://www.linkedin.com/feed/update/urn:li:ugcPost:7045384458165780480,What is ExperientialMarketing?
2022-12-21 09:52:21,https://www.linkedin.com/feed/update/urn:li:ugcPost:7010968060048142336,Machine Learning
2022-09-15 09:59:49,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-6975906305089634306,Compilation Err
2022-08-25 21:36:24,https://www.linkedin.com/feed/update/urn:li:ugcPost:6968459078419324928,Skill
2022-08-16 16:02:45,https://www.linkedin.com/feed/update/urn:li:ugcPost:6965191646128795648,Python 
2022-08-16 16:02:26,https://www.linkedin.com/feed/update/urn:li:groupPost:143130-6965270723544166400,Full Stack Developer
2022-05-08 16:58:23,https://www.linkedin.com/feed/update/urn:li:ugcPost:6929073010230407168,Depends on the company
2022-03-13 08:43:16,https://www.linkedin.com/feed/update/urn:li:ugcPost:6908667466159915008,The Coder
2022-02-25 17:16:41,https://www.linkedin.com/feed/update/urn:li:ugcPost:6902622545397325824,Skill
2022-02-22 17:58:21,https://www.linkedin.com/feed/update/urn:li:ugcPost:6901897725701439488,Skill
2022-02-17 17:28:33,https://www.linkedin.com/feed/update/urn:li:ugcPost:6900043557797797888,MBA/MCA
2022-02-14 19:59:25,https://www.linkedin.com/feed/update/urn:li:ugcPost:6898951479873429504,MBA/MCA
2022-01-31 04:40:33,https://www.linkedin.com/feed/update/urn:li:ugcPost:6893404389806100480,0-2 Years
2021-11-22 18:22:41,https://www.linkedin.com/feed/update/urn:li:ugcPost:6868377983204360192,0 - 2 years
2021-01-31 14:17:56,https://www.linkedin.com/feed/update/urn:li:ugcPost:6759169567769071616,Python
